Column1,title,rotten_tomatoes_link,star_count,audience_rating,audience_count,audience_top_critics_count,audience_fresh_critics_count,audience_rotten_critics_count,revenue,top_critic_review_count,review_count
643,Uncommon Valor,/m/1022314-uncommon_valor,53,61,6866,1,5,4,27900000,1,3
644,The Warriors,/m/1023205-warriors,98,88,76029,4,34,4,22490039,4,25
645,Weird Science,/m/1023316-weird_science,49,69,124475,5,18,14,38934048,5,25
646,When a Stranger Calls,/m/1023461-when_a_stranger_calls,31,49,32187,2,6,10,66966987,2,13
648,Witness,/m/1023854-witness,49,80,46746,9,35,3,68706993,9,28
653,The Wrong Man,/m/1024191-wrong_man,78,75,8167,2,21,2,2000000,2,17
654,Wuthering Heights,/m/1024192-wuthering_heights,27,85,8768,1,20,1,100915,1,11
658,Year of the Dragon,/m/1024232-year_of_the_dragon,87,52,8462,2,10,8,18707466,2,9
659,Where the Heart Is,/m/1028561-where_the_heart_is,36,58,1986,1,1,9,33771174,1,7
661,The Guardian,/m/1028564-guardian,22,32,4852,1,2,7,17037887,1,7
665,Revolution,/m/1028715-revolution,47,32,3115,6,2,18,358574,6,15
666,Alice in Wonderland,/m/1029112-alice_in_wonderland,4,78,574219,6,25,6,572000000,6,26
674,Dick Tracy,/m/1029314-dick_tracy,70,53,77201,12,31,18,103738726,11,34
675,102 Dalmatians,/m/102_dalmatians,28,32,406503,28,28,62,183611771,28,73
676,Ghost,/m/1031086-ghost,34,80,469446,17,49,17,505000000,15,48
679,The Jungle Book,/m/1031385-jungle_book,8,82,714943,5,34,5,205843612,5,32
683,Avalon,/m/1031472-avalon,63,78,3229,2,20,4,8826094,2,11
684,The Rookie,/m/1031635-rookie,37,36,20580,4,4,10,75597042,4,13
688,Anastasia,/m/1031763-anastasia,20,78,13698,0,9,1,139804348,0,6
690,Jane Eyre,/m/1031766-jane_eyre,55,83,5828,0,12,0,34710627,0,8
692,The Pit and the Pendulum,/m/1031984-pit_and_the_pendulum,14,39,2247,1,5,4,2000000,1,5
693,GoodFellas,/m/1032176-goodfellas,140,97,428871,25,91,4,46836394,24,83
694,After Hours,/m/1032180-after_hours,36,87,22076,12,46,6,10609321,12,38
695,White Fang,/m/1032182-white_fang,35,63,39894,6,12,7,34793160,6,9
696,Mata Hari,/m/1032518-mata_hari,19,54,1348,4,4,3,2227000,4,7
697,Hidden Agenda,/m/1032750-hidden_agenda,35,71,768,6,15,3,1030938,6,13
698,Awakenings,/m/1032970-awakenings,58,89,55111,4,29,4,52096475,4,16
699,The Field,/m/1034131-field,31,81,2801,6,6,8,1494399,5,9
700,Oscar,/m/1034151-oscar,42,63,21087,2,2,15,23562716,2,6
701,Fury,/m/1035061-fury,78,89,3081,0,15,0,211817906,0,11
703,Toy Soldiers,/m/1035639-toy_soldiers,62,66,39412,3,5,9,15073942,3,5
704,The Miracle,/m/1036129-miracle,27,50,97,3,6,3,50656,3,4
705,Hot Shots!,/m/1036179-hot_shots,64,65,157608,2,20,4,181096164,2,8
706,The Hitman,/m/1036553-hitman,35,45,5274,0,1,7,4654288,0,3
707,Shattered,/m/1036952-shattered,21,55,4364,2,4,9,11511031,2,5
711,The Doctor,/m/1037015-doctor,57,72,3344,4,14,3,38120905,4,7
712,Paradise,/m/1037017-paradise,26,50,3747,2,4,7,5588800,2,2
716,The Star,/m/1037244-star,13,60,1281,1,1,5,809000,1,6
718,Poison,/m/1037447-poison,80,68,1902,8,16,5,609524,8,19
721,JFK,/m/1037756-jfk,133,88,62523,13,52,10,205405498,12,46
722,The Man in the Moon,/m/1037780-man_in_the_moon,15,85,33322,5,18,2,2853801,5,14
723,The Train,/m/1037789-train,32,90,4277,0,12,1,6800000,0,11
726,Rush,/m/1038009-rush,35,72,8365,10,20,8,90247624,9,14
728,The Uninvited,/m/1038526-uninvited,26,80,2687,4,18,1,41624046,4,15
730,The Italian Job,/m/1038613-italian_job,35,86,71084,6,24,5,176070171,6,21
732,Beethoven,/m/1038726-beethoven,37,35,432330,7,9,18,147214049,7,18
733,The Babe,/m/1038978-babe,115,37,7352,14,17,20,17530973,13,30
734,The Cutting Edge,/m/1038990-cutting_edge,57,76,43256,11,19,15,25105517,10,29
735,Gladiator,/m/1039071-gladiator,63,69,9784,6,4,9,457640427,5,8
737,Edward II,/m/1039515-edward_ii,57,76,1344,1,10,0,694438,1,7
738,Boomerang,/m/1039796-boomerang,51,59,35891,10,15,19,70100000,9,21
739,Rapid Fire,/m/1040198-rapid_fire,37,55,10288,5,8,12,14356479,4,14
740,Of Mice and Men,/m/1040322-of_mice_and_men,15,82,47824,7,28,1,5471088,6,19
742,Cool World,/m/1040378-cool_world,29,31,54797,11,3,45,14110589,11,40
743,Singles,/m/1040379-singles,63,72,21697,15,41,11,18472850,14,38
744,Wind,/m/1040484-wind,30,82,2950,3,6,6,5519569,3,3
745,The Last of the Mohicans,/m/1040678-last_of_the_mohicans,48,88,207338,9,38,2,75505856,8,24
746,Consenting Adults,/m/1040755-consenting_adults,48,24,3605,2,3,9,21591728,2,4
747,Hero,/m/1040893-hero,96,50,16892,1,13,7,177394432,1,9
749,Forever Young,/m/1041862-forever_young,42,53,59692,6,13,10,128000000,6,13
750,Matinee,/m/1041870-matinee,50,62,6999,4,32,2,9532895,4,16
751,Unforgiven,/m/1041911-unforgiven,36,93,122522,25,94,4,159157447,24,86
752,Malcolm X,/m/1042135-malcolm_x,306,91,56837,12,50,7,48169908,11,38
753,Scent of a Woman,/m/1042193-scent_of_a_woman,39,92,119091,9,38,5,134095253,8,27
754,Sniper,/m/1042281-sniper,32,56,20709,2,5,8,18994653,2,5
755,The Crush,/m/1042416-crush,19,41,20251,4,7,21,13609396,4,19
756,Alive,/m/1042538-alive,41,68,46627,5,16,10,36733909,5,14
758,Cliffhanger,/m/1044214-cliffhanger,1,52,182855,20,36,17,255000211,18,40
759,Frankenstein,/m/1044391-frankenstein,6,47,104,1,1,5,12000000,1,1
761,The Firm,/m/1044522-firm,47,64,67852,11,41,14,270248367,10,36
762,Strictly Ballroom,/m/1045568-strictly_ballroom,22,87,43298,6,39,2,33946224,6,22
763,Calendar Girl,/m/1045706-calendar_girl,24,31,5261,10,2,17,2570145,10,18
764,Deadfall,/m/1045933-deadfall,17,26,1359,1,0,5,66351,1,3
766,Airborne,/m/1046035-airborne,29,60,8531,8,3,11,2850263,8,14
767,Gettysburg,/m/1046038-gettysburg,73,89,29339,6,16,4,25000000,6,8
768,High Noon,/m/1046060-high_noon,41,89,25367,10,53,2,8000000,10,42
769,A Home of Our Own,/m/1046076-home_of_our_own,21,72,4777,3,6,6,1703282,3,6
772,Fearless,/m/1046151-fearless,47,79,12352,9,33,5,6971266,8,24
773,Cool Runnings,/m/1046227-cool_runnings,21,81,532908,8,27,8,154864401,7,23
774,The Man Who Loved Women,/m/1046723-man_who_loved_women,43,38,1589,2,4,8,11000000,2,5
793,Snow White and the Seven Dwarfs,/m/1048445-snow_white_and_the_seven_dwarfs,12,78,470162,8,49,1,184925486,8,40
794,Thumbelina,/m/1048880-thumbelina,19,67,60031,2,3,7,11373501,2,5
795,Bad Girls,/m/1051219-bad_girls,39,40,50666,5,2,20,15240435,5,10
796,The Kid,/m/1052609-kid,24,95,15371,4,32,0,2500000,4,25
802,Wyatt Earp,/m/1052698-wyatt_earp,99,61,50163,3,12,15,25052000,3,12
803,Blown Away,/m/1052838-blown_away,36,40,31869,3,6,13,30156002,3,6
804,The Mask,/m/1053779-mask,46,67,994480,16,40,12,351583407,15,40
805,The Shadow,/m/1054125-shadow,66,44,32192,10,17,30,48063435,9,31
814,Milk Money,/m/1055255-milk_money,25,37,18049,15,3,36,18137661,14,31
815,The Specialist,/m/1056079-specialist,47,29,41486,7,2,26,170362582,6,13
816,Titanic,/m/1056130-titanic,71,66,86433,0,10,1,1845034188,0,8
820,Junior,/m/1058426-junior,65,22,199903,10,12,21,37000000,9,20
821,Street Fighter,/m/1058516-street_fighter,43,20,79686,8,4,34,99423521,8,30
825,The Wild Bunch,/m/1059489-wild_bunch,29,91,34178,16,53,4,638641,16,52
826,The Quick and the Dead,/m/1059629-quick_and_the_dead,40,53,65323,10,23,17,18552460,10,27
827,Top Dog,/m/1059857-top_dog,13,33,7948,2,0,8,5093707,2,2
828,Hideaway,/m/1060518-hideaway,22,39,6561,5,2,12,12201255,5,3
829,Mad Love,/m/1062174-mad_love,24,49,19977,9,7,18,15453274,9,3
831,Bad Boys,/m/1062483-bad_boys,45,78,660442,16,26,36,141407024,14,46
835,Smoke,/m/1062983-smoke,31,89,10552,6,27,2,8349430,6,10
836,Pocahontas,/m/1063452-pocahontas,13,64,560829,16,31,25,346079773,16,48
837,Contraband,/m/1064013-contraband,25,68,1599,1,6,0,63100000,1,4
841,Babe,/m/1065598-babe,40,67,508714,21,68,2,254134910,20,62
842,Braveheart,/m/1065684-braveheart,56,85,32708456,26,58,17,210000000,24,72
843,Fair Game,/m/1065868-fair_game,32,14,9397,8,3,22,11534477,8,18
847,The Scarlet Letter,/m/1066120-scarlet_letter,43,41,20452,15,5,33,10382407,14,31
848,Home for the Holidays,/m/1066169-home_for_the_holidays,30,72,12414,13,31,18,17519169,13,40
849,Kicking and Screaming,/m/1066170-kicking_and_screaming,38,76,8596,14,21,17,718490,14,23
850,To Die For,/m/1066712-to_die_for,44,65,34834,15,50,7,21284514,14,40
851,Casino,/m/1067987-casino,92,93,284881,17,51,13,116112375,17,52
852,Jumanji,/m/1068044-jumanji,27,62,975177,8,20,17,262797249,8,16
857,Sudden Death,/m/1068470-sudden_death,77,39,34223,11,18,17,64350171,10,25
858,Dead Man Walking,/m/1068779-dead_man_walking,60,86,61831,20,58,3,39363635,15,46
859,"Cry, the Beloved Country",/m/1068781-cry_the_beloved_country,32,73,2263,4,11,2,676525,4,4
866,Black Sheep,/m/1069419-black_sheep,47,70,125609,6,9,23,4947717,6,22
868,Screamers,/m/1069696-screamers,15,45,9121,10,10,23,5781885,10,20
869,The Quest,/m/1070608-quest,53,36,20957,5,3,18,57400547,5,11
872,Twister,/m/1071167-twister,40,58,894092,13,31,23,494471524,13,45
873,The Arrival,/m/1071267-arrival,30,44,12653,7,21,12,14048372,7,17
874,The Last Supper,/m/1071464-last_supper,25,70,8016,13,22,13,442965,12,26
875,Independence Day,/m/1071806-independence_day,90,75,977377,22,46,25,816969268,21,64
876,The Rock,/m/1072011-rock,64,85,305085,22,42,22,335062621,21,61
877,The Phantom,/m/1072083-phantom,36,31,43829,12,19,26,17300889,12,30
878,Matilda,/m/1072107-matilda,64,73,384209,5,19,2,33459416,5,6
881,A Time to Kill,/m/1072381-time_to_kill,81,85,95111,14,35,18,152266007,14,36
882,Kingpin,/m/1072385-kingpin,140,69,81224,6,19,19,25023434,6,14
883,Chain Reaction,/m/1072457-chain_reaction,80,27,52489,10,5,27,60209334,10,20
884,Jack,/m/1072875-jack,52,49,226295,7,6,27,58620973,7,14
890,Bulletproof,/m/1073161-bulletproof,38,44,74935,8,3,36,22611954,7,27
892,Foxfire,/m/1073285-foxfire,34,65,10642,4,3,8,258263,4,3
893,Emma,/m/1073316-emma,15,77,61185,15,42,8,22231658,15,35
894,Selena,/m/1073427-selena,21,77,166815,11,28,14,60000000,11,31
895,Lone Star,/m/1074022-lone_star,53,83,9738,10,44,3,13269963,10,24
898,Ransom,/m/1074298-ransom,82,62,119880,23,54,18,309492681,23,62
899,Scream,/m/1074316-scream,34,79,478172,22,56,15,173046663,22,68
900,Michael,/m/1074465-michael,40,45,119548,10,14,23,119718203,10,9
902,Turbulence,/m/1074496-turbulence,41,19,2828,4,3,15,11466088,4,5
903,Metro,/m/1074675-1074675-metro,32,26,20416,9,5,29,31987563,9,22
914,Private Parts,/m/1075777-private_parts,104,68,36360,14,40,13,41230799,14,41
915,Mother,/m/1075959-mother,22,75,6000,11,35,4,17112713,11,15
916,Iron Monkey,/m/1075984-iron_monkey,20,86,19359,28,85,9,14681661,28,83
917,McHale's Navy,/m/1076097-mchales_navy,36,37,9185,7,1,28,4529843,7,22
927,Get Carter,/m/1076721-get_carter,29,85,17217,5,27,5,19412993,5,22
929,Batman & Robin,/m/1077027-batman_and_robin,90,16,554057,29,10,79,238207122,28,87
930,Breakdown,/m/1077077-breakdown,17,67,35995,14,41,10,50159144,14,42
931,Contact,/m/1078021-contact,41,78,203673,21,40,23,171120329,21,59
932,Steel,/m/1078035-steel,47,16,7043,5,3,23,1686429,5,22
933,Fire Down Below,/m/1078038-fire_down_below,19,36,30299,8,3,24,16000000,7,16
934,Bliss,/m/1078165-bliss,37,54,1185,5,6,7,294064,5,7
938,Picture Perfect,/m/1078216-picture_perfect,32,37,41997,11,20,22,44332015,11,29
939,The Game,/m/1078955-game,64,84,141686,15,41,15,109423648,15,51
940,Most Wanted,/m/1079025-most_wanted,46,40,6241,10,4,22,11838218,9,18
943,One Night Stand,/m/1079718-one_night_stand,74,39,4565,9,10,21,2642983,9,10
946,12 Angry Men,/m/1079908-12_angry_men,15,87,20450,0,11,1,1000000,0,5
947,The Rainmaker,/m/1080867-rainmaker,56,77,39355,14,38,8,45916769,14,36
948,Fallen,/m/1080990-fallen,54,72,51934,14,23,34,25232289,14,51
950,Great Expectations,/m/1081200-great_expectations,51,78,47520,7,13,22,55494066,7,13
956,Senseless,/m/1081501-senseless,49,45,10093,6,1,16,13035599,6,3
957,Nightwatch,/m/1082428-nightwatch,23,46,9332,5,8,21,1179002,5,10
958,Twilight,/m/1082855-twilight,25,29,4194,14,33,22,392616625,14,41
962,A Perfect Murder,/m/1083171-perfect_murder,48,51,72595,14,29,23,128038368,14,28
963,Out of Sight,/m/1083436-1083436-out_of_sight,40,74,59749,26,83,6,77745568,25,84
964,The Avengers,/m/1083461-avengers,20,15,42936,21,4,78,48585416,21,75
966,The Negotiator,/m/1083481-negotiator,66,79,130367,10,42,14,44547681,10,35
967,Blade,/m/1083484-blade,37,78,499581,30,55,46,131183530,27,94
968,Rounders,/m/1083659-rounders,58,87,78147,22,51,28,22921898,22,70
969,Funny Games,/m/1083791-funny_games,12,83,22288,5,22,11,7938872,5,31
971,Soldier,/m/1083934-soldier,13,44,44269,15,6,46,14567883,15,50
972,The Thin Red Line,/m/1084146-thin_red_line,85,80,148609,27,79,20,98126565,27,71
973,Elizabeth,/m/1084153-elizabeth,55,86,63398,13,50,11,82150642,13,34
974,Happiness,/m/1084175-happiness,40,89,41707,12,39,9,2807390,12,18
975,Supernova,/m/1084878-supernova,11,17,11024,18,6,55,14828081,18,42
980,Psycho,/m/1084964-psycho,20,28,68287,18,30,48,32000000,18,68
984,The Siege,/m/1085113-siege,73,53,53735,13,27,35,116672912,13,47
993,The Impostors,/m/1085404-impostors,38,73,3755,7,23,14,2197921,7,10
994,Virus,/m/1085867-virus,13,21,20131,14,5,43,14010690,14,43
995,Life,/m/1086991-life,71,77,50344,15,27,27,73345029,15,36
1001,Go,/m/1087053-go,34,78,50230,21,67,7,28451622,21,53
1016,Payback,/m/1087648-payback,47,69,98929,22,40,34,161626121,22,49
1018,Friends & Lovers,/m/1087999-friends_and_lovers,15,33,1376,7,1,14,94633,7,11
1019,The Thirteenth Floor,/m/1089671-13th_floor,33,63,30446,19,18,45,18564088,19,41
1020,Black and White,/m/1090027-black_and_white,23,27,209,0,2,6,5241315,0,3
1022,Deep Blue Sea,/m/1090759-deep_blue_sea,19,38,379326,32,67,45,73648228,31,102
1025,Dick,/m/1090805-dick,43,53,33931,26,52,21,27500000,24,65
1026,An Ideal Husband,/m/1091577-ideal_husband,32,70,11013,16,55,10,18535191,16,56
1027,In Too Deep,/m/1092437-in_too_deep,54,75,7525,20,20,35,14011454,20,50
1028,The Best Man,/m/1093551-best_man,33,86,30923,25,51,20,34573780,24,64
1029,Man on the Moon,/m/1093579-man_on_the_moon,138,79,94144,32,75,44,47434430,30,103
1030,Double Jeopardy,/m/1093614-double_jeopardy,72,61,178162,23,23,63,177841558,21,54
1031,The Hurricane,/m/1093641-hurricane,74,87,55606,31,94,19,73956241,31,108
1032,The End of the Affair,/m/1093671-end_of_the_affair,13,74,9765,16,44,22,10827816,16,37
1033,Guinevere,/m/1093738-guinevere,30,54,1604,9,30,5,614202,9,11
1034,Miss Julie,/m/1093854-miss_julie,28,52,1006,8,9,14,5000000,8,5
1036,House on Haunted Hill,/m/1093881-house_on_haunted_hill,16,42,89385,13,18,43,40846082,13,45
1037,Tumbleweeds,/m/1093901-tumbleweeds,23,65,1471,22,56,12,1281176,22,41
1038,The Bachelor,/m/1093976-bachelor,55,28,35400,23,6,60,36911617,23,52
1039,Last Night,/m/1094041-last_night,31,85,7722,9,41,8,7644937,9,38
1041,Boiler Room,/m/1095081-boiler_room,54,78,46902,22,67,34,28780255,22,96
1042,Whatever It Takes,/m/1095414-whatever_it_takes,37,45,45338,25,11,56,9902115,25,53
1043,High Fidelity,/m/1095420-high_fidelity,51,90,211641,47,150,15,47126295,46,163
1046,Dinosaur,/m/1097046-dinosaur,12,48,71163,33,79,44,354248063,32,112
1057,Road Trip,/m/1097259-road_trip,22,65,465469,23,53,39,119754278,23,64
1058,Sunshine,/m/1097859-sunshine,80,81,7003,15,48,17,32017803,15,23
1066,The Patriot,/m/1098149-patriot,61,81,423024,32,82,52,215294342,30,102
1067,Slow Burn,/m/1098613-slow_burn,6,9,181,4,2,16,1237615,4,1
1069,The In Crowd,/m/1098652-in_crowd,16,38,6600,20,1,59,5217498,20,56
1071,Saving Grace,/m/1099492-saving_grace,29,83,11521,25,56,33,26330482,25,68
1072,The Art of War,/m/1099604-art_of_war,12,36,26599,27,13,67,30199105,27,61
1073,Beowulf,/m/1099999-beowulf,8,23,10358,0,0,6,1531251,0,3
1077,10 Cloverfield Lane,/m/10_cloverfield_lane,12,79,60607,49,271,30,108286421,49,298
1078,10 Things I Hate About You,/m/10_things_i_hate_about_you,45,69,32104911,19,51,24,53478166,19,66
1079,10 Years,/m/10_years,36,40,11767,19,34,23,201146,19,55
1080,10th & Wolf,/m/10th_and_wolf,39,52,17429,12,5,22,143451,12,25
1081,Beautiful,/m/1100122-beautiful,52,55,10423,24,10,54,56000,23,54
1082,Under Suspicion,/m/1100197-under_suspicion,15,48,8348,13,22,23,260562,13,29
1088,The Ladies Man,/m/1101029-ladies_man,57,42,21177,22,8,65,13700000,22,66
1089,Bedazzled,/m/1101051-bedazzled,49,42,371147,32,55,58,90383208,31,91
1091,Blow Dry,/m/1101191-blow_dry,31,55,10185,25,12,52,637769,25,53
1092,A Kiss Before Dying,/m/1101255-kiss_before_dying,11,45,354,2,9,0,15429177,2,8
1093,The Gift,/m/1103231-gift,19,55,50956,31,68,51,12008642,30,96
1097,Traffic,/m/1103281-traffic,110,85,190313,40,146,12,207515725,39,151
1098,The Pledge,/m/1104203-pledge,37,59,22056,36,97,27,29400000,36,110
1099,Panic,/m/1104207-panic,11,62,4338,18,51,5,779137,18,50
1100,Hannibal,/m/1104385-hannibal,31,62,403002,44,67,104,351692268,42,162
1101,Sweet November,/m/1104841-sweet_november,23,76,94618,35,15,83,65754228,34,86
1102,The Interview,/m/1105382-interview,10,82,2561,1,9,0,12342632,1,4
1114,L.I.E.,/m/1106648-lie,10,78,7486,28,70,14,1667192,27,72
1115,Driven,/m/1107198-driven,14,33,43185,30,15,95,54744738,30,99
1117,Brother,/m/1107809-brother,62,79,8709,22,35,39,15250000,22,65
1118,Angel Eyes,/m/1107902-angel_eyes,13,46,66147,38,43,89,29700000,38,131
1119,The Animal,/m/1108185-animal,56,28,203598,25,25,58,84772742,24,65
1120,Evolution,/m/1108206-evolution,49,48,258975,32,58,78,98376292,32,122
1122,The Fast and the Furious,/m/1108372-fast_and_the_furious,27,74,1043882,37,79,70,207283925,36,142
1124,Pearl Harbor,/m/1108389-pearl_harbor,119,66,905352,51,47,145,449220945,50,189
1129,The Score,/m/1108799-score,34,67,60052,36,94,34,71069884,36,112
1130,Heist,/m/1109137-heist,14,60,19350,32,85,44,4100000,32,114
1142,Big Trouble,/m/1109942-big_trouble,50,54,21157,33,54,58,8493890,32,99
1143,Sidewalks of New York,/m/1110008-sidewalks_of_new_york,18,54,5185,26,53,41,2402459,26,84
1144,The Wash,/m/1110236-wash,31,65,10789,19,4,46,10229331,19,47
1145,Collateral Damage,/m/1110242-collateral_damage,55,27,79859,35,27,115,78382433,35,138
1146,The Count of Monte Cristo,/m/1110288-count_of_monte_cristo,33,88,209328,32,106,38,75395048,32,127
1147,Invincible,/m/1110925-invincible,61,52,4691,20,28,24,57806952,20,44
1149,Behind Enemy Lines,/m/1111645-behind_enemy_lines,44,62,321781,33,48,82,91753202,33,116
1150,The Order,/m/1112237-order,21,28,8932,0,0,6,11560806,0,2
1152,Scooby-Doo,/m/1112357-scoobydoo,64,38,408580,32,43,101,275650703,31,132
1163,Showtime,/m/1113375-showtime,58,25,49141,34,31,92,77741732,33,107
1164,Human Nature,/m/1113402-human_nature,26,61,12455,29,46,48,705308,28,82
1165,Murder by Numbers,/m/1113638-murder_by_numbers,27,49,61920,34,40,87,56714147,33,111
1166,Enigma,/m/1113649-enigma,34,55,8351,32,76,30,15705007,31,92
1167,Joshua,/m/1113658-joshua,28,76,2886,4,5,18,1347988,4,17
1171,Enough,/m/1114051-enough,37,67,123407,35,27,97,51801187,34,110
1172,Insomnia,/m/1114154-insomnia,29,77,105176,49,185,16,113714830,48,194
1174,Trapped,/m/1116086-trapped,19,48,21632,16,10,49,6916869,16,53
1175,Derailed,/m/1116741-derailed,22,20,9174,0,0,5,57479076,0,3
1177,Swept Away,/m/1116774-swept_away,18,28,8920,32,4,75,598645,32,79
1178,Femme Fatale,/m/1118216-femme_fatale,64,49,18761,34,67,70,16838910,34,121
1179,The Quiet American,/m/1118347-quiet_american,14,72,10677,43,134,21,27674124,42,149
1180,Empire,/m/1118698-empire,47,62,9788,29,21,79,18591272,28,90
1181,Pinocchio,/m/1119026-pinocchio,26,32,8930,19,0,54,84300000,19,50
1185,The Hunted,/m/1120843-hunted,29,47,41227,37,43,105,34234008,36,129
1186,Anger Management,/m/1121649-anger_management,63,60,745776,46,82,111,195745823,45,185
1187,Lift,/m/1121728-lift,14,70,663,3,5,5,123182,3,8
1188,Spellbound,/m/1122382-spellbound,8,83,11049,34,135,4,7000000,33,127
1189,Le Divorce,/m/1124832-divorce,54,26,17707,41,51,89,12991996,40,126
1190,Cabin Fever,/m/1125409-cabin_fever,65,44,250166,35,87,53,30553394,34,125
1192,House of the Dead,/m/1126175-house_of_the_dead,26,10,46840,15,2,59,13818181,15,61
1193,Big Fish,/m/1127787-big_fish,66,89,498181,46,164,54,122919055,45,211
1194,Highwaymen,/m/1127803-highwaymen,8,37,5844,3,2,13,371396,3,14
1195,The Company,/m/1128345-company,72,49,7653,35,96,38,2281585,35,122
1200,Torque,/m/1129132-torque,19,41,71096,33,26,89,46546197,32,100
1201,The Girl Next Door,/m/1130343-girl_next_door,52,69,398071,35,89,70,30411183,34,140
1202,Ned Kelly,/m/1131148-ned_kelly,97,53,41321,17,30,24,6585516,17,47
1203,The Punisher,/m/1131721-punisher,41,63,268111,43,49,120,54700105,42,163
1204,The Terminal,/m/1133499-1133499-terminal,60,74,407867,47,125,81,219417255,45,193
1205,King Arthur,/m/1133964-king_arthur,47,59,389926,42,58,131,203567857,42,170
1206,Kal Ho Naa Ho,/m/1135237-kal_ho_naa_ho,27,92,30811,5,7,3,13200241,5,10
1207,Beauty Shop,/m/1139289-beauty_shop,27,62,65149,32,44,73,36351350,32,108
1208,Hostage,/m/1141099-hostage,16,62,212383,42,55,103,77944725,40,147
1209,Are We There Yet?,/m/1141102-are_we_there_yet,16,45,402058,35,14,102,97918663,34,110
1210,Hide and Seek,/m/1141193-hide_and_seek,19,50,278247,39,20,137,122644820,38,147
1211,Employee of the Month,/m/1141892-employee_of_the_month,21,52,10527,0,1,8,38368909,0,6
1213,Cursed,/m/1142569-cursed,23,30,55916,18,16,80,19294901,18,90
1214,Sky High,/m/1142872-sky_high,32,57,203360,31,95,35,86369815,31,122
1219,Crash,/m/1144992-crash,28,88,442173,53,175,62,98410061,52,231
1220,Stealth,/m/1146673-1146673-stealth,50,40,76675,34,17,124,76932943,34,133
1221,The Skeleton Key,/m/1149472-skeleton_key,48,58,192239,36,57,96,91974818,35,140
1222,Red Eye,/m/1149496-1149496-red_eye,42,64,436157,43,153,40,57891803,43,185
1223,Capote,/m/1151898-capote,25,81,115881,43,174,20,49084830,43,186
1224,Nine Lives,/m/1151916-1151916-nine_lives,30,67,21721,26,64,21,57814445,26,82
1226,Rent,/m/1152276-rent,88,83,341054,38,80,93,31670620,38,165
1227,Jarhead,/m/1152567-jarhead,50,68,392719,48,120,78,96889998,48,191
1228,The New World,/m/1152954-new_world,31,58,148074,46,115,69,30536013,46,178
1229,The Ringer,/m/1153228-the_ringer,50,68,398136,29,35,53,40442437,29,77
1230,Curious George,/m/1153951-curious_george,45,69,257347,36,73,32,69834815,36,103
1231,Big Momma's House 2,/m/1154157-big_mommas_house_2,65,58,564724,24,4,68,138259062,24,67
1232,Glory Road,/m/1155467-glory_road,21,81,338641,36,84,67,42647449,36,147
1233,Date Movie,/m/1155470-date_movie,45,35,513821,19,6,81,48548426,19,86
1234,Casanova,/m/1156246-casanova,60,58,190565,41,58,75,37691644,41,125
